exp =   -17 | value =  7041, exp =   -70, mad's 0.72804 | ours 0.72804 | ours - mad = 0.00000
exp =   -17 | value =  2891, exp =   -70, mad's 0.22218 | ours 0.22218 | ours - mad = 0.00000
exp =   -17 | value =  1716, exp =   -70, mad's 0.11083 | ours 0.11083 | ours - mad = 0.00000
exp =   -17 | value =   902, exp =   -70, mad's 0.04702 | ours 0.04702 | ours - mad = 0.00000
exp =   -17 | value =   585, exp =   -70, mad's 0.02639 | ours 0.02639 | ours - mad = 0.00000
exp =   -17 | value =   445, exp =   -70, mad's 0.01833 | ours 0.01833 | ours - mad = 0.00000
exp =   -17 | value =   324, exp =   -70, mad's 0.01201 | ours 0.01201 | ours - mad = 0.00000
exp =   -17 | value =   218, exp =   -70, mad's 0.00708 | ours 0.00708 | ours - mad = 0.00000
exp =   -17 | value =   272, exp =   -70, mad's 0.00951 | ours 0.00951 | ours - mad = 0.00000
exp =   -17 | value =   247, exp =   -70, mad's 0.00836 | ours 0.00836 | ours - mad = 0.00000
exp =   -17 | value =   241, exp =   -70, mad's 0.00809 | ours 0.00809 | ours - mad = 0.00000
exp =   -17 | value =   266, exp =   -70, mad's 0.00923 | ours 0.00923 | ours - mad = 0.00000
exp =   -17 | value =   208, exp =   -70, mad's 0.00665 | ours 0.00665 | ours - mad = 0.00000
exp =   -17 | value =    98, exp =   -70, mad's 0.00244 | ours 0.00244 | ours - mad = 0.00000
exp =   -17 | value =    90, exp =   -70, mad's 0.00218 | ours 0.00218 | ours - mad = 0.00000
exp =   -17 | value =    11, exp =   -70, mad's 0.00013 | ours 0.00013 | ours - mad = 0.00000
exp =   -17 | value =     5, exp =   -70, mad's 0.00005 | ours 0.00005 | ours - mad = 0.00000
exp =   -17 | value =     9, exp =   -70, mad's 0.00010 | ours 0.00010 | ours - mad = 0.00000
1 | ours 0.00001 | ours - mad = 0.00000
exp =   -17 | value =     7, exp =   -70, mad's 0.00007 | ours 0.00007 | ours - mad = 0.00000
exp =   -17 | value =     3, exp =   -70, mad's 0.00002 | ours 0.00002 | ours - mad = 0.00000
exp =   -17 | value =     1, exp =   -70, mad's 0.00001 | ours 0.00001 | ours - mad = 0.00000
exp =   -19 | value =     4, exp =   -76, mad's 0.00001 | ours 0.00001 | ours - mad = -0.00000
exp =   -19 | value =     1, exp =   -76, mad's 0.00000 | ours 0.00000 | ours - mad = 0.00000
exp =   -19 | value =     2, exp =   -76, mad's 0.00000 | ours 0.00000 | ours - mad = 0.00000
exp =   -19 | value =     3, exp =   -76, mad's 0.00001 | ours 0.00001 | ours - mad = 0.00000
exp =   -18 | value =     1, exp =   -74, mad's 0.00000 | ours 0.00000 | ours - mad = 0.00000
exp =   -18 | value =     1, exp =   -72, mad's 0.00000 | ours 0.00000 | ours - mad = 0.00000
exp =   -19 | value =     1, exp =   -76, mad's 0.00000 | ours 0.00000 | ours - mad = 0.00000
exp =   -18 | value =     1, exp =   -72, mad's 0.00000 | ours 0.00000 | ours - mad = 0.00000
exp =   -17 | value =     1, exp =   -70, mad's 0.00001 | ours 0.00001 | ours - mad = 0.00000
exp =   -17 | value =     2, exp =   -70, mad's 0.00001 | ours 0.00001 | ours - mad = 0.00000
exp =   -17 | value =     1, exp =   -70, mad's 0.00001 | ours 0.00001 | ours - mad = 0.00000
exp =   -17 | value =    29, exp =   -70, mad's 0.00048 | ours 0.00048 | ours - mad = 0.00000
